1,45,0,9,11816,1,4,2,0,4,3,29,0,1,2,2,1,0,1,0,0,1
2,24,2,3,5084,0,4,2,0,4,3,42,0,2,1,2,1,1,1,1,1,0
3,15,2,3,2327,1,1,2,0,3,1,25,0,2,1,1,1,0,1,1,1,1
1,12,0,0,1082,1,2,4,0,4,3,48,1,2,2,2,1,0,1,0,0,1
0,12,2,3,886,0,2,4,0,2,3,21,0,2,1,2,1,0,1,1,1,0
0,4,2,2,601,1,1,1,0,3,1,23,0,1,1,1,2,0,1,1,1,0
1,24,4,1,2957,1,4,4,0,4,2,63,0,2,2,2,1,1,1,0,0,0
0,24,4,3,2611,1,4,4,1,3,1,46,0,2,2,2,1,0,1,0,1,0
1,36,2,2,5179,1,3,4,0,2,2,29,0,2,1,2,1,0,1,0,0,1
0,21,3,1,2993,1,2,3,0,2,1,28,2,2,2,1,1,0,1,0,0,0
0,18,2,5,1943,1,1,4,0,4,1,23,0,2,1,2,1,0,1,1,1,1
0,24,1,9,1559,1,3,4,0,4,3,50,1,2,1,2,1,1,1,0,0,0
0,18,2,2,3422,1,4,4,0,4,2,47,1,2,3,2,2,1,1,0,0,0
2,21,2,2,3976,0,3,2,0,3,3,35,0,2,1,2,1,1,1,0,0,0
0,18,2,0,6761,0,2,2,0,4,3,68,0,1,2,2,1,0,1,0,0,1
0,24,2,0,1249,1,1,4,0,2,1,28,0,2,1,2,1,0,1,0,1,0
1,9,2,3,1364,1,3,3,0,4,1,59,0,2,1,2,1,0,1,0,0,0
1,12,2,3,709,1,4,4,0,4,1,57,2,2,1,1,1,0,1,0,0,1
1,20,4,0,2235,1,2,4,2,2,2,33,1,1,2,2,1,0,0,0,1,1
0,24,4,1,4042,0,3,3,0,4,2,43,0,2,2,2,1,1,1,0,0,0
0,15,4,3,1471,1,2,4,0,4,0,35,0,0,2,2,1,1,1,0,0,0
1,18,1,0,1442,1,3,4,0,4,0,32,0,0,2,1,2,0,1,0,0,1
0,36,3,0,10875,1,4,2,0,2,3,45,0,2,2,2,2,1,1,0,0,0
0,24,2,0,1474,2,1,4,0,3,1,33,0,2,1,2,1,1,1,0,1,0
0,10,2,8,894,0,3,4,0,3,2,40,0,2,1,2,1,1,1,1,1,0
0,15,4,2,3343,1,2,4,0,2,0,28,0,0,1,2,1,1,1,0,0,0
1,15,2,0,3959,1,2,3,0,2,2,29,0,2,1,2,1,1,1,1,1,1
0,9,2,0,3577,2,2,1,2,2,1,26,0,1,1,2,2,0,0,0,0,0
0,24,4,1,5804,4,2,4,0,2,1,27,0,2,2,2,1,0,1,0,0,0
0,18,3,9,2169,1,2,4,0,2,3,28,0,2,1,2,1,1,1,0,1,1
1,24,2,3,2439,1,1,4,0,4,1,35,0,2,1,2,1,1,1,1,1,1
0,27,4,2,4526,4,1,4,0,2,1,32,2,2,2,1,2,1,1,0,0,0
0,10,2,2,2210,1,2,2,0,2,1,25,1,1,1,1,1,0,1,0,0,1
0,15,2,2,2221,3,2,2,0,4,3,20,0,1,1,2,1,0,1,1,1,0
1,18,2,3,2389,1,1,4,0,1,3,27,2,2,1,2,1,0,1,1,1,0
0,12,4,2,3331,1,4,2,0,4,2,42,2,2,1,2,1,0,1,0,0,0
0,36,2,9,7409,0,4,3,0,2,2,37,0,2,2,2,1,0,1,0,0,0
1,12,2,2,652,1,4,4,0,4,2,24,0,1,1,2,1,0,1,1,1,0
0,36,3,2,7678,3,3,2,0,4,3,40,0,2,2,2,1,1,1,1,1,0
3,6,4,0,1343,1,4,1,0,4,1,46,0,2,2,2,2,0,0,0,0,0
1,24,4,9,1382,2,3,4,0,1,1,26,0,2,2,2,1,1,1,0,0,0
0,15,2,4,874,0,1,4,0,1,1,24,0,2,1,2,1,0,1,1,1,0
1,12,2,2,3590,1,2,2,1,2,2,29,0,2,1,1,2,0,1,0,0,0
2,11,4,0,1322,4,2,4,0,4,3,40,0,2,2,2,1,0,1,1,1,0
1,18,1,3,1940,1,1,3,1,4,0,36,1,0,1,3,1,1,1,0,0,0
0,36,2,3,3595,1,4,4,0,2,3,28,0,2,1,2,1,0,1,0,0,0
1,9,2,0,1422,1,1,3,0,2,0,27,0,0,1,3,1,1,1,0,0,1
0,30,4,3,6742,0,3,2,0,3,2,36,0,2,2,2,1,0,1,0,0,0
0,24,2,1,7814,1,3,3,0,3,3,38,0,2,1,3,1,1,1,0,0,0
0,24,2,1,9277,0,2,2,0,4,0,48,0,0,1,2,1,1,1,0,1,0
2,30,4,0,2181,0,4,4,0,4,1,36,0,2,2,2,1,0,1,0,0,0
0,18,4,3,1098,1,0,4,0,4,3,65,0,2,2,0,1,0,1,1,1,0
2,24,2,2,4057,1,3,3,0,3,3,43,0,2,1,2,1,1,1,0,1,1
1,12,2,6,795,1,1,4,0,4,2,53,0,2,1,2,1,0,1,1,1,1
2,24,4,9,2825,0,3,4,0,3,0,34,0,2,2,2,2,1,1,0,0,0
2,48,2,9,15672,1,2,2,0,2,3,23,0,2,1,2,1,1,1,0,0,1
0,36,4,0,6614,1,4,4,0,4,3,34,0,2,2,3,1,1,1,0,0,0
0,28,1,1,7824,0,1,3,2,4,1,40,1,1,2,2,2,1,1,0,0,0
1,27,4,9,2442,1,4,4,0,4,3,43,2,2,4,3,2,1,1,0,0,0
0,15,4,3,1829,1,4,4,0,4,3,46,0,2,2,2,1,1,1,0,0,0
1,12,4,0,2171,1,2,4,0,4,2,38,1,2,2,1,1,0,0,0,0,0
2,36,4,1,5800,1,2,3,0,4,3,34,0,2,2,2,1,1,1,0,0,0
0,18,4,3,1169,0,2,4,0,3,2,29,0,2,2,2,1,1,1,0,0,0
0,36,3,1,8947,0,3,3,0,2,3,31,2,2,1,3,2,1,1,0,0,0
1,21,2,3,2606,1,1,4,0,4,2,28,0,1,1,3,1,1,1,1,1,0
0,12,4,2,1592,4,3,3,0,2,2,35,0,2,1,2,1,0,0,1,1,0
0,15,2,2,2186,0,3,1,0,4,1,33,1,1,1,1,1,0,1,1,1,0
1,18,2,2,4153,1,2,2,1,3,3,42,0,2,1,2,1,0,1,0,0,1
1,16,4,0,2625,1,4,2,2,4,2,43,1,1,1,2,1,1,1,0,0,1
0,20,4,0,3485,0,1,2,0,4,1,44,0,2,2,2,1,1,1,0,1,0
0,36,4,1,10477,0,4,2,0,4,0,42,0,0,2,2,1,0,1,0,0,0
0,15,2,3,1386,0,2,4,0,2,1,40,0,1,1,2,1,1,1,0,1,0
0,24,2,3,1278,1,4,4,0,1,1,36,0,2,1,3,1,1,1,0,0,0
1,12,2,3,1107,1,2,2,0,2,1,20,0,1,1,3,2,1,1,0,0,0
1,21,2,0,3763,0,3,2,1,2,1,24,0,2,1,1,1,0,0,0,0,0
2,36,2,6,3711,0,2,2,0,2,3,27,0,2,1,2,1,0,1,0,1,0
0,15,3,1,3594,1,1,1,0,2,2,46,0,2,2,1,1,0,1,1,1,0
2,9,2,0,3195,0,2,1,0,2,1,33,0,2,1,1,1,0,1,1,1,0
0,36,3,3,4454,1,2,4,0,4,1,34,0,2,2,2,1,0,1,1,1,0
2,24,4,2,4736,1,1,2,0,4,3,25,1,2,1,1,1,0,1,1,1,1
2,30,2,3,2991,0,4,2,0,4,3,25,0,2,1,2,1,0,1,1,1,0
0,11,2,9,2142,4,4,1,0,2,1,28,0,2,1,2,1,1,1,0,1,0
1,24,1,9,3161,1,2,4,0,2,2,31,0,1,1,2,1,1,1,0,0,1
2,48,0,10,18424,1,2,1,0,2,2,32,1,2,1,3,1,1,0,1,1,1
0,10,2,1,2848,2,2,1,1,2,1,32,0,2,1,2,2,0,1,0,0,0
1,6,2,0,14896,1,4,1,0,4,0,68,1,2,1,3,1,1,1,0,0,1
1,24,2,2,2359,2,0,1,0,1,2,33,0,2,1,2,1,0,1,0,1,1
1,24,2,2,3345,1,4,4,0,2,2,39,0,1,1,3,1,1,1,0,0,1
0,18,4,2,1817,1,2,4,0,2,0,28,0,2,2,2,1,0,1,1,1,0
0,48,3,3,12749,3,3,4,0,1,3,37,0,2,1,3,1,1,1,0,0,0
1,9,2,3,1366,1,1,3,0,4,2,22,0,1,1,2,1,0,1,1,1,1
2,12,2,0,2002,1,3,3,0,4,2,30,0,1,1,2,2,1,1,0,0,0
1,24,1,2,6872,1,1,2,0,1,2,55,1,2,1,2,1,1,1,0,1,1
1,12,1,0,697,1,1,4,0,2,3,46,1,2,2,2,1,1,1,0,0,1
1,18,4,2,1049,1,1,4,0,4,2,21,0,1,1,2,1,0,1,1,1,0
1,48,2,1,10297,1,3,4,0,4,0,39,2,0,3,2,2,1,1,0,0,1
0,30,2,3,1867,0,4,4,0,4,3,58,0,2,1,2,1,1,1,0,0,0
1,12,3,0,1344,1,2,4,0,2,1,43,0,2,2,1,2,0,1,0,0,0
1,24,2,2,1747,1,1,4,1,1,2,24,0,2,1,1,1,0,0,0,0,0
2,9,2,3,1670,1,1,4,0,2,3,22,0,2,1,2,1,1,1,1,1,1
0,9,4,0,1224,1,2,3,0,1,1,30,0,2,2,2,1,0,1,0,0,0
0,12,4,3,522,3,4,4,0,4,2,42,0,2,2,2,2,1,1,0,0,0
1,12,2,3,1498,1,2,4,0,1,3,23,1,2,1,2,1,0,1,1,1,0
2,30,3,3,1919,2,1,4,0,3,0,30,2,2,2,3,1,0,1,0,0,1
3,9,2,3,745,1,2,3,0,2,1,28,0,2,1,1,1,0,1,1,1,1
2,6,2,3,2063,1,1,4,0,3,3,30,0,1,1,3,1,1,1,0,1,0
2,60,2,6,6288,1,2,4,0,4,0,42,0,0,1,2,1,0,1,0,0,1
0,24,4,1,6842,0,2,2,0,4,2,46,0,2,2,3,2,1,1,0,0,0
0,12,2,0,3527,0,1,2,0,3,2,45,0,2,1,3,2,1,1,0,0,0
0,10,2,0,1546,1,2,3,0,2,1,31,0,2,1,1,2,0,0,0,0,0
0,24,2,2,929,0,3,4,0,2,3,31,2,2,1,2,1,1,1,0,0,0
0,4,4,0,1455,1,3,2,0,1,1,42,0,2,3,1,2,0,1,0,0,0
1,15,2,2,1845,1,1,4,2,1,2,46,0,1,1,2,1,0,1,1,1,0
2,48,0,0,8358,3,1,1,0,1,3,30,0,2,2,2,1,0,1,1,1,0
1,24,1,2,3349,3,1,4,0,4,0,30,0,0,1,2,2,1,1,0,0,1
0,12,2,0,2859,0,0,4,0,4,0,38,0,2,1,3,1,1,1,0,0,0
0,18,2,2,1533,1,1,4,1,1,2,43,0,2,1,1,2,0,1,0,1,1
0,24,2,3,3621,2,4,2,0,4,3,31,0,2,2,2,1,0,1,0,0,1
2,18,4,9,3590,1,0,3,0,3,3,40,0,2,3,0,2,1,1,0,1,0
1,36,3,9,2145,1,3,2,0,1,3,24,0,2,2,2,1,1,1,0,0,1
2,24,2,1,4113,3,1,3,0,4,3,28,0,1,1,2,1,0,1,1,1,1
0,36,2,2,10974,1,0,4,0,2,3,26,0,2,2,3,1,1,1,1,1,1
1,12,2,0,1893,1,2,4,2,4,2,29,0,2,1,2,1,1,1,1,1,0
1,24,4,3,1231,4,4,4,0,4,2,57,0,1,2,3,1,1,1,1,1,0
3,30,4,3,3656,0,4,4,0,4,2,49,2,2,2,1,1,0,1,0,0,0
2,9,4,3,1154,1,4,2,0,4,1,37,0,2,3,1,1,0,1,0,0,0
1,28,2,0,4006,1,2,3,0,2,3,45,0,2,1,1,1,0,1,0,0,1
2,24,2,2,3069,2,4,4,0,4,0,30,0,0,1,2,1,0,1,0,0,0
0,6,4,3,1740,1,4,2,0,2,1,30,0,1,2,2,1,0,1,0,1,0
2,21,3,0,2353,1,2,1,0,4,2,47,0,2,2,2,1,0,1,0,1,0
0,15,2,0,3556,0,2,3,0,2,0,29,0,2,1,2,1,0,1,0,0,0
0,24,2,3,2397,3,4,3,0,2,3,35,1,2,2,2,1,1,1,0,0,1
2,6,2,5,454,1,1,3,0,1,2,22,0,2,1,1,1,0,1,0,1,0
2,30,2,3,1715,0,2,4,0,1,3,26,0,2,1,2,1,0,1,1,1,0
2,27,4,3,2520,3,2,4,0,2,2,23,0,2,2,1,1,0,1,0,0,1
0,15,2,3,3568,1,4,4,0,2,3,54,1,1,1,3,1,1,1,1,1,0
0,42,2,3,7166,0,3,2,0,4,2,29,0,1,1,2,1,1,1,0,1,0
1,11,4,0,3939,1,2,1,0,2,1,40,0,2,2,1,2,0,1,0,0,0
2,15,2,5,1514,2,2,4,2,2,1,22,0,2,1,2,1,0,1,0,0,0
0,24,2,0,7393,1,2,1,0,4,2,43,0,2,1,1,2,0,1,0,0,0
1,24,1,0,1193,1,0,1,1,4,0,29,0,1,2,0,1,0,1,1,1,1
1,60,2,9,7297,1,4,4,1,4,0,36,0,1,1,2,1,0,1,0,0,1
0,30,4,3,2831,1,2,4,0,2,3,33,0,2,1,2,1,1,1,1,1,0
3,24,2,3,1258,3,2,3,0,3,3,57,0,2,1,1,1,0,1,1,1,0
2,6,2,3,753,1,2,2,2,3,1,64,0,2,1,2,1,0,1,1,1,0
2,18,3,9,2427,0,4,4,0,2,2,42,0,2,2,2,1,0,1,0,0,0
0,24,3,0,2538,1,4,4,0,4,3,47,0,2,2,1,2,0,1,0,0,1
2,15,1,0,1264,2,2,2,0,2,2,25,0,1,1,2,1,0,1,0,1,1
2,30,4,2,8386,1,3,2,0,2,2,49,0,2,1,2,1,0,1,0,0,1
0,48,2,9,4844,1,0,3,0,2,3,33,1,1,1,3,1,1,1,0,0,1
3,21,2,0,2923,2,2,1,0,1,3,28,1,2,1,3,1,1,1,1,1,0
1,36,2,1,8229,1,2,2,0,2,2,26,0,2,1,2,2,0,1,0,0,1
0,24,4,2,2028,1,3,2,0,2,2,30,0,2,2,1,1,0,1,0,0,0
1,15,4,2,1433,1,2,4,0,3,2,25,0,1,2,2,1,0,1,1,1,0
3,42,0,9,6289,1,1,2,0,1,2,33,0,2,2,2,1,0,1,0,1,0
0,13,2,3,1409,2,0,2,0,4,1,64,0,2,1,2,1,0,1,1,1,0
1,24,2,1,6579,1,0,4,0,2,0,29,0,0,1,3,1,1,1,0,0,0
2,24,4,3,1743,1,4,4,0,2,2,48,0,2,2,1,1,0,1,0,0,0
0,12,4,6,3565,0,1,2,0,1,2,37,0,2,2,1,2,0,1,0,0,0
0,15,1,3,1569,2,4,4,0,4,3,34,1,2,1,1,2,0,1,0,0,0
1,18,2,3,1936,0,3,2,0,4,3,23,0,1,2,1,1,0,1,0,1,0
1,36,2,2,3959,1,0,4,0,3,2,30,0,2,1,3,1,1,1,0,0,0
0,12,2,0,2390,0,4,4,0,3,3,50,0,2,1,2,1,1,1,0,0,0
0,12,2,2,1736,1,3,3,0,4,1,31,0,2,1,1,1,0,1,1,1,0
1,30,2,1,3857,1,2,4,0,4,2,40,0,2,1,3,1,1,1,0,1,0
0,12,2,3,804,1,4,4,0,4,3,38,0,2,1,2,1,0,1,0,0,0
1,45,2,3,1845,1,2,4,0,4,0,23,0,0,1,2,1,1,1,0,0,1
2,45,4,1,4576,2,0,3,0,4,3,27,0,2,1,2,1,0,1,0,0,0
